model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
L2_2pi,scissors/scissors,74.446,74.446,0.9587,0.2928,0.0366,2.252
L2_2pi_axis,capsulemachine/capsulemachine,73.524,73.524,0.9355,1.8837,0.0660,0.120
L2_2pi_axis,capsulemachine/capsulemachine,70.559,70.559,0.9454,1.9570,0.0640,1.277
L2_2pi_axis,capsulemachine/capsulemachine,8.967,8.967,0.9474,3.1236,0.0850,4.983
L2_2pi_axis,capsulemachine/capsulemachine,15.463,15.463,0.9233,2.9934,0.1084,0.347
L2_2pi_axis,capsulemachine/capsulemachine,72.996,72.996,0.9357,2.3881,0.1948,5.079
L2_2pi_axis,capsulemachine/capsulemachine,29.054,29.054,0.9340,2.5093,0.0531,4.743
L2_2pi_axis,capsulemachine/capsulemachine,77.616,77.616,0.9394,0.6866,0.0640,2.149
L2_2pi_axis,capsulemachine/capsulemachine,45.338,45.338,0.9378,0.8029,0.2465,4.656
L2_2pi_axis,capsulemachine/capsulemachine,79.083,79.083,0.9516,1.9992,0.0146,0.120
L2_2pi_axis,capsulemachine/capsulemachine,83.917,83.917,0.9500,3.4426,0.0605,5.489
L2_2pi_axis,capsulemachine/capsulemachine,71.994,108.006,0.9341,0.3556,0.2564,3.836
L2_2pi_axis,capsulemachine/capsulemachine,60.737,60.737,0.9350,2.0714,0.0190,4.130
L2_2pi_axis,capsulemachine/capsulemachine,76.256,76.256,0.9444,2.4384,0.0623,0.648
L2_2pi_axis,capsulemachine/capsulemachine,64.536,64.536,0.9375,0.8188,0.1534,4.082
L2_2pi_axis,scissors/scissors,74.001,105.999,0.9471,0.7758,0.2241,1.635
L2_2pi_axis,scissors/scissors,54.965,54.965,0.9430,0.1017,0.0126,1.898
L2_2pi_axis,scissors/scissors,66.778,113.222,0.9488,0.9320,0.0193,1.738
L2_2pi_axis,scissors/scissors,79.247,100.753,0.9367,0.4230,0.1760,2.226
L2_2pi_axis,scissors/scissors,65.293,65.293,0.9457,0.5742,0.2599,1.411
L2_2pi_axis,scissors/scissors,24.154,24.154,0.9476,0.3781,0.0437,1.481
L2_2pi_axis,scissors/scissors,42.884,42.884,0.9404,0.6439,0.2303,1.640
L2_2pi_axis,scissors/scissors,64.145,115.855,0.9463,0.7214,0.0970,1.602
L2_2pi_axis,scissors/scissors,72.306,107.694,0.9542,0.8834,0.2699,1.820
L2_2pi_axis,scissors/scissors,41.310,138.690,0.9331,0.8130,0.2184,1.870
L2_2pi_axis,scissors/scissors,80.590,80.590,0.9415,0.0538,0.0531,1.837
L2_2pi_axis,scissors/scissors,47.905,132.095,0.9458,0.6826,0.0262,1.573
L2_2pi_axis,scissors/scissors,58.687,121.313,0.9512,0.8175,0.1363,1.621
L2_2pi_axis,scissors/scissors,48.826,131.174,0.9466,0.7772,0.1103,1.564
L2_2pi_axis,scissors/scissors,63.431,63.431,0.9355,0.3262,0.0854,1.929
L2_2pi_axis,scissors/scissors,30.170,149.830,0.9531,0.2040,0.0942,1.845
L2_2pi_axis,scissors/scissors,15.792,164.208,0.9507,0.4046,0.1414,2.072
L2_2pi_axis,scissors/scissors,45.694,45.694,0.9527,0.7323,0.2328,1.782
L2_2pi_axis,scissors/scissors,14.357,14.357,0.9402,0.3918,0.0942,1.654
L2_2pi_axis,scissors/scissors,67.782,67.782,0.9543,1.1676,0.3560,1.837
L2_2pi_axis,scissors/scissors,84.316,95.684,0.9495,1.0943,0.2977,1.759
L2_2pi_axis,scissors/scissors,87.419,92.581,0.9504,1.0916,0.2927,1.751
L2_2pi_axis,scissors/scissors,77.376,77.376,0.9573,0.8916,0.2739,1.879
L2_2pi_axis,scissors/scissors,23.928,23.928,0.9270,0.3444,0.0155,1.731
L2_2pi_axis,scissors/scissors,42.702,42.702,0.9219,0.6922,0.2194,1.604
L2_2pi_axis,scissors/scissors,31.015,31.015,0.9256,0.5231,0.1738,1.653
L2_2pi_axis,scissors/scissors,57.455,122.545,0.9424,0.7101,0.0415,1.644
L2_2pi_axis,scissors/scissors,71.724,108.276,0.9427,0.9823,0.2251,1.660
L2_2pi_axis,scissors/scissors,16.317,16.317,0.9382,0.4287,0.0421,1.569
L2_2pi_axis,scissors/scissors,34.640,34.640,0.9371,0.5884,0.0379,1.838
L2_2pi_axis,scissors/scissors,21.440,21.440,0.9412,0.3396,0.0985,2.062
L2_2pi_axis,waffleiron/waffleiron,64.135,115.865,0.9471,0.6946,0.1315,2.323
L2_2pi_axis,waffleiron/waffleiron,22.154,157.846,0.8932,1.6922,0.1193,0.152
L2_2pi_axis,waffleiron/waffleiron,45.243,134.757,0.9386,0.7213,0.1212,2.383
L2_2pi_axis,waffleiron/waffleiron,86.423,93.577,0.9134,0.6302,0.0493,1.770
L2_2pi_axis,waffleiron/waffleiron,81.973,98.027,0.9393,0.9155,0.1674,0.353
L2_2pi_axis,waffleiron/waffleiron,12.642,167.358,0.8303,1.4412,0.2353,0.122
L2_2pi_axis,waffleiron/waffleiron,72.314,107.686,0.9420,0.5270,0.0523,2.377
L2_2pi_axis,waffleiron/waffleiron,60.636,119.364,0.9304,1.3159,0.0523,1.256
L2_2pi_axis,waffleiron/waffleiron,82.761,82.761,0.9286,0.5403,0.4203,1.881
L2_2pi_axis,waffleiron/waffleiron,67.904,112.096,0.9148,1.4216,0.0225,1.682
L2_2pi_axis,waffleiron/waffleiron,88.614,91.386,0.9433,0.3299,0.1540,1.765
L2_2pi_axis,waffleiron/waffleiron,11.921,168.079,0.7248,1.6042,0.1586,0.121
L2_2pi_axis,waffleiron/waffleiron,39.586,39.586,0.9498,0.6055,0.1405,1.636
L2_2pi_axis,waffleiron/waffleiron,59.097,59.097,0.9232,1.1630,0.0242,0.606
L2_2pi_axis,waffleiron/waffleiron,58.588,58.588,0.9253,0.2526,0.1697,2.157
L2_2pi_axis,waffleiron/waffleiron,52.118,52.118,0.8613,0.5439,0.2175,0.709
L2_2pi_axis,waffleiron/waffleiron,39.544,39.544,0.9230,0.2992,0.1450,1.799
L2_2pi_axis,waffleiron/waffleiron,77.520,102.480,0.8727,1.0992,0.3063,0.531
L2_2pi_axis,laptop/laptop,28.177,28.177,0.9451,1.4697,0.0186,2.940
L2_2pi_axis,laptop/laptop,30.512,30.512,0.9358,2.6079,0.1059,1.785
L2_2pi_axis,laptop/laptop,23.755,23.755,0.9434,0.7792,0.0216,3.525
L2_2pi_axis,laptop/laptop,16.887,16.887,0.9482,2.0228,0.0401,3.660
L2_2pi_axis,laptop/laptop,14.147,14.147,0.9336,1.6164,0.0747,2.804
L2_2pi_axis,laptop/laptop,7.872,7.872,0.9479,2.2770,0.0389,3.741
L2_2pi_axis,laptop/laptop,23.836,23.836,0.9429,1.2090,0.0322,3.253
L2_2pi_axis,laptop/laptop,34.281,34.281,0.9472,1.2069,0.0602,3.257
L2_2pi_axis,laptop/laptop,18.776,18.776,0.9403,2.4945,0.0497,4.460
L2_2pi_axis,laptop/laptop,23.601,23.601,0.9426,1.3276,0.0514,3.363
L2_2pi_axis,laptop/laptop,25.663,25.663,0.9376,1.5751,0.0249,3.853
L2_2pi_axis,laptop/laptop,19.508,19.508,0.9496,1.4339,0.0416,3.619
L2_2pi_axis,laptop/laptop,30.776,30.776,0.9431,1.4135,0.0505,3.438
L2_2pi_axis,laptop/laptop,23.090,23.090,0.9412,1.7631,0.0721,3.947
L2_2pi_axis,laptop/laptop,13.592,13.592,0.9555,1.4560,0.0027,3.843
L2_2pi_axis,laptop/laptop,35.996,35.996,0.9444,1.0399,0.0644,3.731
L2_2pi_axis,laptop/laptop,30.080,30.080,0.9487,1.5336,0.0440,3.569
L2_2pi_axis,box/box,65.706,65.706,0.9526,1.9003,0.3204,0.531
L2_2pi_axis,box/box,26.168,26.168,0.9539,0.3145,0.0245,2.272
L2_2pi_axis,box/box,34.060,145.940,0.9466,0.6049,0.1199,1.647
L2_2pi_axis,box/box,21.851,21.851,0.9467,0.5120,0.0320,2.038
L2_2pi_axis,box/box,32.114,147.886,0.9442,0.5217,0.0209,1.742
L2_2pi_axis,box/box,20.215,20.215,0.9514,0.6819,0.0591,1.901
L2_2pi_axis,box/box,20.491,159.509,0.9511,0.9228,0.0214,1.284
L2_2pi_axis,box/box,39.581,39.581,0.9480,1.9549,0.1475,0.480
L2_2pi_axis,box/box,10.469,10.469,0.9555,1.6270,0.0112,0.625
L2_2pi_axis,box/box,20.463,20.463,0.9485,0.5001,0.0439,2.132
L2_2pi_axis,box/box,32.343,147.657,0.9427,0.5720,0.0795,1.647
L2_2pi_axis,notebook/notebook,52.891,127.109,0.9511,0.6374,0.0520,1.951
L2_2pi_axis,notebook/notebook,67.606,112.394,0.9534,0.7166,0.0222,2.365
L2_2pi_axis,notebook/notebook,75.793,104.207,0.9547,0.4932,0.0876,2.255
L2_2pi_axis,notebook/notebook,71.859,108.141,0.9543,0.2443,0.0314,2.074
L2_2pi_axis,notebook/notebook,9.495,9.495,0.9503,0.2573,0.3101,1.353
L2_2pi_axis,notebook/notebook,45.863,134.137,0.9506,0.6776,0.0161,2.110
L2_2pi_axis,notebook/notebook,41.565,41.565,0.9530,0.4796,0.0598,1.921
L2_2pi_axis,notebook/notebook,85.240,94.760,0.9499,0.4443,0.0034,1.794
L2_2pi_axis,notebook/notebook,30.737,30.737,0.9555,0.3793,0.0072,1.387
L2_2pi_axis,notebook/notebook,45.739,134.261,0.9535,0.4719,0.0280,1.688
L2_2pi_axis,notebook/notebook,27.944,27.944,0.9535,0.4455,0.1628,1.710
L2_2pi_axis,notebook/notebook,53.280,126.720,0.9531,0.3940,0.0048,1.574
L2_2pi_axis,notebook/notebook,80.443,99.557,0.9523,0.8544,0.0817,2.308
L2_2pi_axis,notebook/notebook,27.588,27.588,0.9515,0.5808,0.2573,0.797
L2_2pi_axis,notebook/notebook,44.780,135.220,0.9486,0.4323,0.0142,1.619
L2_2pi_axis,notebook/notebook,38.875,38.875,0.9524,0.3548,0.1922,1.113
L2_2pi_axis,notebook/notebook,79.958,79.958,0.9389,0.4410,0.0474,2.277
L2_2pi_axis,notebook/notebook,42.939,42.939,0.9557,0.6510,0.2421,1.638
L2_2pi_axis,notebook/notebook,45.415,134.585,0.9486,0.5476,0.0055,1.697
L2_2pi_axis,notebook/notebook,10.918,10.918,0.9572,0.2151,0.2453,1.111
L2_2pi_axis,phone/phone,18.705,18.705,0.9389,0.3901,0.0179,2.079
L2_2pi_axis,phone/phone,26.783,26.783,0.9406,0.7256,0.0656,2.633
L2_2pi_axis,phone/phone,19.912,19.912,0.9393,0.6373,0.0408,2.075
L2_2pi_axis,phone/phone,47.020,47.020,0.9484,1.0696,0.1204,1.856
L2_2pi_axis,phone/phone,34.615,34.615,0.9438,0.9518,0.0308,2.375
L2_2pi_axis,phone/phone,51.510,51.510,0.9398,0.6696,0.0397,2.392
L2_2pi_axis,phone/phone,15.111,15.111,0.9395,0.3299,0.0637,2.126
L2_2pi_axis,phone/phone,44.153,135.847,0.9448,1.3150,0.0129,1.648
L2_2pi_axis,phone/phone,17.747,17.747,0.9569,1.1161,0.0024,2.920
L2_2pi_axis,phone/phone,19.259,19.259,0.9428,1.1445,0.0357,1.731
L2_2pi_axis,phone/phone,56.709,56.709,0.9489,0.8984,0.0154,2.934
L2_2pi_axis,phone/phone,51.691,51.691,0.9486,0.8953,0.0701,2.137
L2_2pi_axis,phone/phone,19.784,19.784,0.9394,0.6602,0.0622,2.635
L2_2pi_axis,phone/phone,36.161,36.161,0.9559,0.7633,0.0661,2.358
L2_2pi_axis,phone/phone,44.227,44.227,0.9579,1.3215,0.0234,3.006
L2_2pi_axis,phone/phone,49.361,49.361,0.9497,0.8458,0.1002,2.256
L2_2pi_axis,laptop/laptop,18.292,18.292,0.9487,0.9481,0.0371,3.409
L2_2pi_axis,laptop/laptop,16.751,16.751,0.9477,1.2513,0.0125,3.582
L2_2pi_axis,laptop/laptop,17.452,17.452,0.9501,0.3238,0.1077,2.974
L2_2pi_axis,laptop/laptop,32.847,32.847,0.9452,2.3878,0.1111,1.138
L2_2pi_axis,laptop/laptop,11.831,11.831,0.9446,1.2525,0.0895,3.669
L2_2pi_axis,laptop/laptop,7.683,7.683,0.9402,0.5449,0.2469,3.671
L2_2pi_axis,laptop/laptop,13.702,13.702,0.9475,1.4395,0.0542,3.496
L2_2pi_axis,laptop/laptop,18.259,18.259,0.9487,0.8532,0.0517,3.271
L2_2pi_axis,laptop/laptop,10.007,10.007,0.9458,1.8024,0.0671,4.163
L2_2pi_axis,laptop/laptop,39.401,39.401,0.9524,2.1271,0.1202,3.152
L2_2pi_axis,laptop/laptop,8.981,8.981,0.9395,2.3915,0.0492,3.009
L2_2pi_axis,laptop/laptop,23.811,23.811,0.9467,0.5888,0.1779,3.071
L2_2pi_axis,laptop/laptop,20.470,20.470,0.9504,0.8000,0.0009,3.542
L2_2pi_axis,laptop/laptop,15.913,15.913,0.9465,1.6655,0.0261,3.661
L2_2pi_axis,microwave/microwave,18.274,18.274,0.8263,0.5138,0.0243,1.578
L2_2pi_axis,microwave/microwave,47.982,132.018,0.9145,0.8229,0.0586,2.211
L2_2pi_axis,microwave/microwave,17.779,17.779,0.8211,0.3712,0.0256,1.688
L2_2pi_axis,microwave/microwave,47.764,132.236,0.8997,0.7229,0.0467,2.120
L2_2pi_axis,microwave/microwave,45.036,45.036,0.9207,0.5816,0.1570,1.939
L2_2pi_axis,microwave/microwave,31.184,31.184,0.8569,0.5895,0.0244,1.441
L2_2pi_axis,microwave/microwave,79.330,100.670,0.9378,0.9831,0.1441,2.119
L2_2pi_axis,microwave/microwave,26.630,26.630,0.8946,0.3226,0.0856,1.667
L2_2pi_axis,microwave/microwave,41.125,138.875,0.9177,0.7149,0.0223,2.145
L2_2pi_axis,microwave/microwave,33.166,33.166,0.8816,0.4967,0.0650,1.798
L2_2pi_axis,microwave/microwave,44.899,135.101,0.9062,0.7613,0.0445,2.155
L2_2pi_axis,microwave/microwave,23.656,23.656,0.8490,0.5253,0.0376,1.459
L2_2pi_axis,microwave/microwave,48.905,131.095,0.9169,0.8576,0.0759,2.148
L2_2pi_axis,microwave/microwave,34.172,34.172,0.8792,0.4112,0.0428,1.809
L2_2pi_axis,microwave/microwave,63.671,116.329,0.9000,0.2800,0.0591,1.738
L2_2pi_axis,microwave/microwave,46.445,46.445,0.8788,0.4434,0.1097,1.232
L2_2pi_axis,microwave/microwave,70.231,109.769,0.8496,0.3417,0.0195,1.502
L2_2pi_axis,microwave/microwave,18.598,18.598,0.8330,0.4292,0.1088,1.359
L2_2pi_axis,microwave/microwave,36.251,143.749,0.8826,0.6104,0.0118,1.893
L2_2pi_axis,microwave/microwave,43.819,43.819,0.9142,0.4842,0.1274,2.144
L2_2pi_axis,microwave/microwave,33.921,33.921,0.8728,0.5156,0.0338,1.683
L2_2pi_axis,microwave/microwave,44.140,135.860,0.9264,0.7732,0.0730,2.088
L2_2pi_axis,microwave/microwave,25.558,25.558,0.8706,0.3946,0.0292,1.970
L2_2pi_axis,microwave/microwave,37.822,142.178,0.9216,0.7359,0.0575,2.018
L2_2pi_axis,microwave/microwave,22.567,22.567,0.8970,0.4237,0.0044,2.045
L2_2pi_axis,microwave/microwave,83.685,83.685,0.9226,0.7386,0.0913,2.127
L2_2pi_axis,microwave/microwave,16.444,16.444,0.9007,0.3033,0.0255,1.957
L2_2pi_axis,microwave/microwave,83.241,96.759,0.9360,0.9870,0.1186,2.384
L2_2pi_axis,microwave/microwave,31.379,31.379,0.8729,0.2972,0.0178,1.998
L2_2pi_axis,microwave/microwave,61.365,118.635,0.8348,0.2955,0.1557,1.561
L2_2pi_axis,microwave/microwave,71.219,71.219,0.9281,0.8424,0.1705,2.242
L2_2pi_axis,notebook/notebook,69.775,110.225,0.9491,1.0041,0.0963,2.045
L2_2pi_axis,notebook/notebook,8.323,8.323,0.9356,0.3747,0.3979,1.164
L2_2pi_axis,notebook/notebook,64.640,115.360,0.9535,1.4161,0.2776,2.254
L2_2pi_axis,notebook/notebook,20.639,20.639,0.9470,0.6207,0.4239,0.538
L2_2pi_axis,notebook/notebook,83.546,96.454,0.9563,1.0216,0.1024,2.185
L2_2pi_axis,notebook/notebook,59.247,59.247,0.9607,0.2531,0.2542,1.061
L2_2pi_axis,notebook/notebook,81.486,81.486,0.9579,0.9040,0.2389,2.012
L2_2pi_axis,notebook/notebook,25.608,154.392,0.9370,0.7003,0.0498,1.789
L2_2pi_axis,notebook/notebook,38.762,38.762,0.9547,0.8705,0.2126,1.867
L2_2pi_axis,notebook/notebook,60.226,119.774,0.9499,0.8160,0.1878,1.634
L2_2pi_axis,notebook/notebook,85.303,85.303,0.9378,0.6489,0.1252,2.098
L2_2pi_axis,notebook/notebook,30.767,30.767,0.9547,0.5295,0.3765,1.502
L2_2pi_axis,notebook/notebook,10.259,10.259,0.9475,0.6525,0.3455,1.543
L2_2pi_axis,notebook/notebook,71.365,71.365,0.9443,0.6763,0.0372,1.896
L2_2pi_axis,notebook/notebook,26.225,26.225,0.9564,0.2348,0.2959,1.153
L2_2pi_axis,notebook/notebook,56.871,123.129,0.9471,1.2744,0.1595,2.087
L2_2pi_axis,phone/phone,24.637,24.637,0.9596,1.2466,0.0276,3.188
L2_2pi_axis,phone/phone,47.619,47.619,0.9608,0.4903,0.0064,2.088
L2_2pi_axis,phone/phone,61.614,61.614,0.9654,0.9938,0.2342,2.908
L2_2pi_axis,phone/phone,82.321,82.321,0.9551,0.2810,0.0364,2.891
L2_2pi_axis,phone/phone,63.725,116.275,0.9640,0.7213,0.1637,2.548
L2_2pi_axis,phone/phone,53.375,53.375,0.9498,0.6540,0.0601,2.431
L2_2pi_axis,phone/phone,6.744,6.744,0.9563,0.3459,0.0781,1.884
L2_2pi_axis,phone/phone,59.685,59.685,0.9366,0.6614,0.0473,2.284
L2_2pi_axis,phone/phone,15.382,15.382,0.9550,1.0816,0.0140,2.917
L2_2pi_axis,phone/phone,81.526,81.526,0.9499,0.3936,0.1598,2.529
L2_2pi_axis,phone/phone,11.284,11.284,0.9525,0.3658,0.0775,2.190
L2_2pi_axis,phone/phone,81.106,98.894,0.9491,0.6174,0.1029,2.590
L2_2pi_axis,phone/phone,13.289,13.289,0.9569,0.5984,0.0651,2.384
L2_2pi_axis,phone/phone,65.335,65.335,0.9596,0.2495,0.1070,2.806
L2_2pi_axis,phone/phone,21.505,21.505,0.9587,1.2022,0.0390,2.838
L2_2pi_axis,phone/phone,38.991,38.991,0.9496,0.5070,0.1089,2.572
L2_2pi_axis,phone/phone,14.547,14.547,0.9606,1.4161,0.0381,2.960
L2_2pi_axis,phone/phone,81.744,98.256,0.9554,0.7159,0.0278,2.320
L2_2pi_axis,espressomachine/espressomachine,79.365,100.635,0.9479,3.0029,0.1338,0.310
L2_2pi_axis,espressomachine/espressomachine,80.537,80.537,0.9371,0.8030,0.1255,2.678
L2_2pi_axis,espressomachine/espressomachine,69.073,110.927,0.9550,1.3322,0.1680,1.673
L2_2pi_axis,espressomachine/espressomachine,79.501,79.501,0.9444,0.7915,0.1343,2.912
L2_2pi_axis,espressomachine/espressomachine,81.702,98.298,0.9329,3.0757,0.1907,0.126
L2_2pi_axis,espressomachine/espressomachine,82.874,82.874,0.9180,0.1818,0.0548,3.042
L2_2pi_axis,espressomachine/espressomachine,88.512,91.488,0.9568,0.9228,0.1494,2.759
L2_2pi_axis,espressomachine/espressomachine,83.656,83.656,0.9467,1.4604,0.0142,1.539
L2_2pi_axis,espressomachine/espressomachine,85.277,94.723,0.9565,1.9650,0.1431,1.410
L2_2pi_axis,espressomachine/espressomachine,82.510,82.510,0.9342,1.1646,0.1300,2.098
L2_2pi_axis,espressomachine/espressomachine,79.259,100.741,0.9508,2.7862,0.1395,0.272
L2_2pi_axis,espressomachine/espressomachine,88.635,88.635,0.9445,2.0488,0.0639,1.304
L2_2pi_axis,espressomachine/espressomachine,89.804,89.804,0.9458,3.0006,0.1690,0.343
L2_2pi_axis,espressomachine/espressomachine,73.171,73.171,0.9478,0.8306,0.1060,2.299
L2_2pi_axis,espressomachine/espressomachine,73.554,106.446,0.9612,0.4616,0.1602,3.209
L2_2pi_axis,espressomachine/espressomachine,69.212,69.212,0.9475,0.0904,0.1453,3.196
L2_2pi_axis,espressomachine/espressomachine,77.095,102.905,0.9521,2.8147,0.1500,0.254
L2_2pi_axis,espressomachine/espressomachine,83.665,83.665,0.9417,1.4623,0.1096,2.121
L2_2pi_axis,espressomachine/espressomachine,86.051,93.949,0.9434,1.5291,0.1913,2.045
L2_2pi_axis,espressomachine/espressomachine,89.588,90.412,0.9382,2.1494,0.1187,1.612
L2_2pi_axis,espressomachine/espressomachine,89.191,89.191,0.9474,2.3444,0.1696,1.607
L2_2pi_axis,espressomachine/espressomachine,77.868,77.868,0.9409,0.6475,0.1266,2.872
L2_2pi_axis,espressomachine/espressomachine,89.200,90.800,0.9522,3.7931,0.1801,0.166
L2_2pi_axis,espressomachine/espressomachine,79.673,79.673,0.9404,1.7711,0.0916,1.587
L2_2pi_axis,espressomachine/espressomachine,81.538,81.538,0.9433,1.2946,0.1553,2.499
L2_2pi_axis,espressomachine/espressomachine,87.292,87.292,0.9394,3.5189,0.1038,0.290
L2_2pi_axis,espressomachine/espressomachine,79.453,79.453,0.9470,3.7583,0.1719,0.233
L2_2pi_axis,espressomachine/espressomachine,82.366,82.366,0.9373,1.7459,0.0498,1.688
L2_2pi_axis,espressomachine/espressomachine,76.373,76.373,0.9506,3.3757,0.2121,0.145
L2_2pi_axis,espressomachine/espressomachine,69.678,69.678,0.9493,0.4256,0.0992,2.969
L2_2pi_axis,espressomachine/espressomachine,85.586,94.414,0.9451,1.0792,0.1709,2.665
L2_2pi_axis,espressomachine/espressomachine,82.961,82.961,0.9452,1.0370,0.1367,2.754
L2_2pi_axis,espressomachine/espressomachine,88.364,88.364,0.9463,3.5040,0.1986,0.166
L2_2pi_axis,espressomachine/espressomachine,68.386,68.386,0.9393,1.1282,0.1223,2.129
L2_2pi_axis,espressomachine/espressomachine,88.016,91.984,0.9517,3.0304,0.1897,0.204
L2_2pi_axis,espressomachine/espressomachine,61.660,61.660,0.9435,0.3660,0.1587,3.326
L2_2pi_axis,espressomachine/espressomachine,88.663,88.663,0.9469,0.5974,0.1770,3.091
L2_2pi_axis,espressomachine/espressomachine,76.964,76.964,0.9471,2.4062,0.1979,1.508
L2_2pi_axis,espressomachine/espressomachine,78.066,78.066,0.9399,0.3408,0.1107,3.333
L2_2pi_axis,espressomachine/espressomachine,83.901,96.099,0.9509,2.0006,0.1900,1.883
L2_2pi_axis,phone/phone,8.046,8.046,0.9569,0.9710,0.0066,2.658
L2_2pi_axis,phone/phone,11.628,11.628,0.9570,0.8941,0.0299,1.868
L2_2pi_axis,phone/phone,13.431,13.431,0.9559,0.3035,0.0060,2.060
L2_2pi_axis,phone/phone,42.166,42.166,0.9521,0.5106,0.0242,2.349
L2_2pi_axis,phone/phone,42.301,42.301,0.9579,0.3210,0.0074,2.016
L2_2pi_axis,phone/phone,19.226,19.226,0.9538,2.2148,0.0095,0.362
L2_2pi_axis,phone/phone,25.675,25.675,0.9572,1.1231,0.0643,2.680
L2_2pi_axis,phone/phone,17.559,17.559,0.9604,0.6842,0.0286,2.013
L2_2pi_axis,phone/phone,14.580,14.580,0.9576,0.3332,0.0166,2.127
L2_2pi_axis,phone/phone,28.605,28.605,0.9539,0.2666,0.0702,2.574
L2_2pi_axis,phone/phone,27.266,27.266,0.9625,1.0715,0.0061,2.786
L2_2pi_axis,phone/phone,37.673,37.673,0.9510,1.4353,0.0594,1.400
L2_2pi_axis,phone/phone,15.405,15.405,0.9549,1.3006,0.0473,2.903
L2_2pi_axis,phone/phone,32.957,32.957,0.9583,0.7380,0.0365,1.978
L2_2pi_axis,phone/phone,38.347,38.347,0.9620,0.6008,0.0206,2.240
L2_2pi_axis,phone/phone,12.664,12.664,0.9466,2.1712,0.0721,0.317
L2_2pi_axis,phone/phone,22.782,22.782,0.9637,1.2467,0.0078,2.925
L2_2pi_axis,phone/phone,36.994,36.994,0.9629,0.8633,0.0580,2.097
L2_2pi_axis,phone/phone,16.201,16.201,0.9560,1.0026,0.0338,2.913
L2_2pi_axis,phone/phone,19.308,19.308,0.9581,0.8279,0.0847,2.127
L2_2pi_axis,phone/phone,11.294,11.294,0.9500,0.4648,0.0036,2.130
L2_2pi_axis,phone/phone,19.841,19.841,0.9604,0.9581,0.0524,1.772
L2_2pi_axis,phone/phone,43.986,43.986,0.9624,1.2713,0.0540,3.136
L2_2pi_axis,phone/phone,25.635,25.635,0.9545,1.4858,0.0271,1.389
L2_2pi_axis,phone/phone,5.009,5.009,0.9571,1.3049,0.0250,2.907
L2_2pi_axis,phone/phone,64.366,64.366,0.9608,0.8903,0.0353,2.020
L2_2pi_axis,phone/phone,11.485,11.485,0.9595,0.4523,0.0026,2.018
L2_2pi_axis,phone/phone,65.861,65.861,0.9551,0.8516,0.0114,1.869
L2_2pi_axis,phone/phone,12.437,12.437,0.9598,1.5176,0.0591,2.882
L2_2pi_axis,phone/phone,18.522,18.522,0.9565,0.4359,0.0079,2.591
L2_2pi_axis,phone/phone,31.366,31.366,0.9584,0.6425,0.0148,2.242
L2_2pi_axis,phone/phone,31.386,31.386,0.9453,0.7191,0.0562,2.342
L2_2pi_axis,phone/phone,13.480,13.480,0.9569,0.7237,0.0070,2.460
L2_2pi_axis,phone/phone,30.444,30.444,0.9524,0.8133,0.0554,1.918
L2_2pi_axis,scissors/scissors,65.325,114.675,0.9305,0.3334,0.1912,2.058
L2_2pi_axis,scissors/scissors,52.143,52.143,0.9423,0.2509,0.0699,2.022
L2_2pi_axis,scissors/scissors,59.267,59.267,0.9389,0.4280,0.0296,1.941
L2_2pi_axis,scissors/scissors,30.528,30.528,0.9377,0.2988,0.0019,2.087
L2_2pi_axis,scissors/scissors,78.780,78.780,0.9390,0.5458,0.0959,1.822
L2_2pi_axis,scissors/scissors,78.083,78.083,0.9346,0.8866,0.2497,1.892
L2_2pi_axis,scissors/scissors,40.056,40.056,0.9443,0.3660,0.1632,2.042
L2_2pi_axis,scissors/scissors,81.465,98.535,0.9495,0.4110,0.0890,1.683
L2_2pi_axis,scissors/scissors,19.089,19.089,0.9459,0.0909,0.1193,1.951
L2_2pi_axis,scissors/scissors,82.469,82.469,0.9466,0.4964,0.1549,1.705
L2_2pi_axis,scissors/scissors,62.857,62.857,0.9448,0.4523,0.1404,1.758
L2_2pi_axis,scissors/scissors,77.356,77.356,0.9201,0.4210,0.0572,2.004
L2_2pi_axis,scissors/scissors,75.084,75.084,0.9391,0.3669,0.0719,1.940
L2_2pi_axis,scissors/scissors,44.595,44.595,0.9270,0.3505,0.0042,1.772
L2_2pi_axis,scissors/scissors,30.145,30.145,0.9392,0.1000,0.0091,1.907
L2_2pi_axis,scissors/scissors,21.455,21.455,0.9306,0.5466,0.0887,1.376
L2_2pi_axis,scissors/scissors,48.932,131.068,0.9328,0.2696,0.0862,1.666
L2_2pi_axis,scissors/scissors,73.835,73.835,0.9448,0.2196,0.0040,1.910
L2_2pi_axis,scissors/scissors,65.343,65.343,0.9178,0.1669,0.0049,1.813
L2_2pi_axis,scissors/scissors,46.045,46.045,0.9295,0.1764,0.0535,1.784
L2_2pi_axis,scissors/scissors,38.252,38.252,0.9525,0.1707,0.0238,1.699
L2_2pi_axis,scissors/scissors,56.069,56.069,0.9275,0.3781,0.0190,1.983
L2_2pi_axis,scissors/scissors,52.888,52.888,0.9354,0.5271,0.1292,1.878
L2_2pi_axis,scissors/scissors,74.689,74.689,0.9454,0.3373,0.0811,1.786
L2_2pi_axis,scissors/scissors,69.115,69.115,0.9492,0.4852,0.1663,1.520
L2_2pi_axis,scissors/scissors,49.441,49.441,0.9396,0.3933,0.0735,1.684
